date,symbol,open,high,low,close,volume,adjclose,dividends,splits
2000-01-03,AAPL,0.9363840222358704,1.004464030265808,0.9079239964485168,0.9994419813156128,535796800,0.8400941491127014,0.0,0.0
2000-01-04,AAPL,0.966517984867096,0.9877229928970337,0.9034600257873535,0.9151790142059326,512377600,0.7692657709121704,0.0,0.0
2000-01-05,AAPL,0.9263389706611633,0.9871649742126465,0.919642984867096,0.9285709857940674,778321600,0.7805227041244507,0.0,0.0
2000-01-06,AAPL,0.9475449919700623,0.955357015132904,0.8482139706611633,0.8482139706611633,767972800,0.7129774689674377,0.0,0.0
2000-01-07,AAPL,0.861607015132904,0.9017860293388367,0.8526790142059326,0.888392984867096,460734400,0.7467504739761353,0.0,0.0
2000-01-10,AAPL,0.9107139706611633,0.9129459857940674,0.845982015132904,0.872767984867096,505064000,0.7336170077323914,0.0,0.0
2000-01-11,AAPL,0.8565850257873535,0.8872770071029663,0.8080360293388367,0.828125,441548800,0.6960914731025696,0.0,0.0
2000-01-12,AAPL,0.8482139706611633,0.8526790142059326,0.7723209857940674,0.7784600257873535,976068800,0.6543447971343994,0.0,0.0
2000-01-13,AAPL,0.8436099886894226,0.8816959857940674,0.825892984867096,0.8638389706611633,1032684800,0.7261111736297607,0.0,0.0
2000-01-14,AAPL,0.892857015132904,0.9129459857940674,0.8872770071029663,0.896763026714325,390376000,0.7537858486175537,0.0,0.0
2000-01-18,AAPL,0.9017860293388367,0.9464290142059326,0.896763026714325,0.928013026714325,459177600,0.7800537347793579,0.0,0.0
2000-01-19,AAPL,0.9430800080299377,0.970982015132904,0.9229909777641296,0.9514510035514832,597643200,0.7997548580169678,0.0,0.0
2000-01-20,AAPL,1.03125,1.0848209857940674,1.0133930444717407,1.0133930444717407,1831132800,0.8518211245536804,0.0,0.0
2000-01-21,AAPL,1.020089030265808,1.020089030265808,0.9838169813156128,0.993861973285675,495924800,0.8354038000106812,0.0,0.0
2000-01-24,AAPL,0.9681919813156128,1.0066959857940674,0.9386159777641296,0.9486610293388367,440876800,0.7974098324775696,0.0,0.0
2000-01-25,AAPL,0.9375,1.010045051574707,0.9140629768371582,1.0022319555282593,497145600,0.8424394130706787,0.0,0.0
2000-01-26,AAPL,0.982142984867096,1.019531011581421,0.9799110293388367,0.9838169813156128,367158400,0.8269603848457336,0.0,0.0
2000-01-27,AAPL,0.9715399742126465,1.0089290142059326,0.955357015132904,0.982142984867096,340144000,0.8255532383918762,0.0,0.0
2000-01-28,AAPL,0.9659600257873535,0.9899550080299377,0.8984379768371582,0.9073659777641296,423348800,0.7626984715461731,0.0,0.0
2000-01-31,AAPL,0.9017860293388367,0.9274550080299377,0.84375,0.9263389706611633,701680000,0.7786465883255005,0.0,0.0
2000-02-01,AAPL,0.9285709857940674,0.9375,0.892857015132904,0.8950889706611633,318035200,0.7523789405822754,0.0,0.0
2000-02-02,AAPL,0.8995540142059326,0.9118300080299377,0.8660709857940674,0.8822540044784546,464195200,0.7415904402732849,0.0,0.0
2000-02-03,AAPL,0.8956469893455505,0.9308040142059326,0.8950889706611633,0.9224330186843872,475193600,0.7753632664680481,0.0,0.0
2000-02-04,AAPL,0.928013026714325,0.982142984867096,0.9252229928970337,0.9642860293388367,425320000,0.8105436563491821,0.0,0.0
2000-02-07,AAPL,0.9642860293388367,1.020089030265808,0.9458709955215454,1.0184149742126465,441067200,0.856042206287384,0.0,0.0
2000-02-08,AAPL,1.0178569555282593,1.036829948425293,0.9933040142059326,1.025670051574707,408643200,0.8621407747268677,0.0,0.0
2000-02-09,AAPL,1.0189729928970337,1.0457589626312256,1.003906011581421,1.005579948425293,299364800,0.845253586769104,0.0,0.0
2000-02-10,AAPL,1.0078129768371582,1.0167410373687744,0.982142984867096,1.0133930444717407,302982400,0.8518211245536804,0.0,0.0
2000-02-11,AAPL,1.0145089626312256,1.0189729928970337,0.966517984867096,0.970982015132904,212251200,0.8161719441413879,0.0,0.0
2000-02-14,AAPL,0.9760040044784546,1.0345979928970337,0.9698659777641296,1.0340399742126465,367539200,0.8691760301589966,0.0,0.0
2000-02-15,AAPL,1.0290180444717407,1.0708709955215454,1.0284600257873535,1.0625,485744000,0.8930987119674683,0.0,0.0
2000-02-16,AAPL,1.051339030265808,1.0546879768371582,1.0011160373687744,1.0189729928970337,378246400,0.8565111756324768,0.0,0.0
2000-02-17,AAPL,1.0284600257873535,1.03125,1.010045051574707,1.025670051574707,289497600,0.8621407747268677,0.0,0.0
2000-02-18,AAPL,1.0234379768371582,1.0301339626312256,0.9899550080299377,0.9933040142059326,233441600,0.8349349498748779,0.0,0.0
2000-02-22,AAPL,0.9832590222358704,1.0440850257873535,0.9525669813156128,1.0161830186843872,422296000,0.8541663289070129,0.0,0.0
2000-02-23,AAPL,1.0110210180282593,1.0625,0.9910709857940674,1.0379459857940674,473099200,0.8724591732025146,0.0,0.0
2000-02-24,AAPL,1.0474330186843872,1.0636160373687744,0.997767984867096,1.0285990238189697,376432000,0.8646025061607361,0.0,0.0
2000-02-25,AAPL,1.0251120328903198,1.0446430444717407,0.9832590222358704,0.9854909777641296,249144000,0.8283675312995911,0.0,0.0
2000-02-28,AAPL,0.9832590222358704,1.026785969734192,0.9676340222358704,1.011160969734192,328328000,0.8499445915222168,0.0,0.0
2000-02-29,AAPL,1.0139509439468384,1.046875,1.0050220489501953,1.0234379768371582,368961600,0.8602643013000488,0.0,0.0
2000-03-01,AAPL,1.058593988418579,1.1791290044784546,1.058035969734192,1.1635040044784546,1077003200,0.9779989123344421,0.0,0.0
2000-03-02,AAPL,1.1339290142059326,1.1422990560531616,1.0775669813156128,1.089285969734192,311259200,0.9156138300895691,0.0,0.0
2000-03-03,AAPL,1.114954948425293,1.144950032234192,1.0714290142059326,1.1428569555282593,323366400,0.9606437683105469,0.0,0.0
2000-03-06,AAPL,1.125,1.1529020071029663,1.1160709857940674,1.1222100257873535,210560000,0.9432883858680725,0.0,0.0
2000-03-07,AAPL,1.128906011581421,1.1378350257873535,1.0814729928970337,1.0970979928970337,273011200,0.9221800565719604,0.0,0.0
2000-03-08,AAPL,1.0970979928970337,1.1065850257873535,1.058593988418579,1.089285969734192,271230400,0.9156138300895691,0.0,0.0
2000-03-09,AAPL,1.0792410373687744,1.1160709857940674,1.0558040142059326,1.0915180444717407,276718400,0.9174899458885193,0.0,0.0
2000-03-10,AAPL,1.0864959955215454,1.1422990560531616,1.0803569555282593,1.1227680444717407,248606400,0.9437575340270996,0.0,0.0
2000-03-13,AAPL,1.0904020071029663,1.129464030265808,1.066964030265808,1.0831470489501953,303956800,0.910453736782074,0.0,0.0
2000-03-14,AAPL,1.0823099613189697,1.109375,1.0178569555282593,1.020089030265808,428579200,0.8574494123458862,0.0,0.0
2000-03-15,AAPL,1.0323660373687744,1.073660969734192,1.0189729928970337,1.0379459857940674,443609600,0.8724591732025146,0.0,0.0
2000-03-16,AAPL,1.0474330186843872,1.089285969734192,1.0223209857940674,1.0853790044784546,378100800,0.9123297333717346,0.0,0.0
2000-03-17,AAPL,1.072545051574707,1.1160709857940674,1.068079948425293,1.1160709857940674,305043200,0.9381284713745117,0.0,0.0
2000-03-20,AAPL,1.1026790142059326,1.1272319555282593,1.0926339626312256,1.098214030265808,204489600,0.9231184124946594,0.0,0.0
2000-03-21,AAPL,1.0943080186843872,1.2209819555282593,1.0859379768371582,1.2047990560531616,524328000,1.0127100944519043,0.0,0.0
2000-03-22,AAPL,1.1855469942092896,1.2890629768371582,1.1746649742126465,1.2873879671096802,567996800,1.082130789756775,0.0,0.0
2000-03-23,AAPL,1.2678569555282593,1.3426339626312256,1.25,1.261718988418579,562564800,1.0605543851852417,0.0,0.0
2000-03-24,AAPL,1.2717629671096802,1.285156011581421,1.2098209857940674,1.238281011581421,446913600,1.04085373878479,0.0,0.0
2000-03-27,AAPL,1.228795051574707,1.292410969734192,1.2220979928970337,1.246093988418579,279182400,1.047420620918274,0.0,0.0
