Date;AirLiquide;Microsoft;Apple;Sanofi;LVMH;SP500;CAC40
02/01/2015;67.46;46.76;27.33;75.05;130.85;2058.2;4252.29
05/01/2015;65.37;46.33;26.56;72.89;127.05;2020.6;4111.36
06/01/2015;64.82;45.65;26.57;73.13;125.6;2002.6;4083.5
07/01/2015;65.12;46.23;26.94;73.9;125.7;2025.9;4112.73
08/01/2015;67.86;47.59;27.97;77.02;129.65;2062.1;4260.19
09/01/2015;66.33;47.19;28;74.49;127.7;2044.8;4179.07
12/01/2015;67.49;46.6;27.31;75.53;131.95;2028.3;4228.24
13/01/2015;68.16;46.35;27.56;76.43;132.95;2023;4290.28
14/01/2015;67.26;45.95;27.45;75.33;132.7;2011.3;4223.24
15/01/2015;68.72;45.48;26.7;77.43;135.05;1992.7;4323.2
16/01/2015;69.29;46.24;26.5;79.51;134.2;2019.4;4379.62
19/01/2015;69.79;;;79.3;134.2;;4394.93
20/01/2015;70.52;46.39;27.18;79.95;136.5;2022.5;4446.02
21/01/2015;70.68;45.92;27.39;80.19;137.4;2032.1;4484.82
22/01/2015;71.92;47.13;28.1;80.75;137.85;2063.2;4552.8
23/01/2015;73.08;47.18;28.25;83.14;141.85;2051.8;4640.69
26/01/2015;74.41;47.01;28.27;82.52;144.65;2057.1;4675.13
27/01/2015;73.84;42.66;27.28;81.45;145.1;2029.5;4624.21
28/01/2015;73.55;41.19;28.83;81.56;145.2;2002.2;4610.94
29/01/2015;74.68;42.01;29.73;81.83;144.7;2021.2;4631.43
30/01/2015;74.51;40.4;29.29;81.57;143.5;1995;4604.25
02/02/2015;75.24;41.28;29.66;81.64;143.3;2020.8;4627.67
03/02/2015;75.24;41.6;29.66;81.08;144.5;2050;4677.9
04/02/2015;75.77;41.84;29.89;81.16;156.25;2041.5;4696.3
05/02/2015;75.81;42.45;29.99;84.09;153.5;2062.5;4703.3
06/02/2015;74.64;42.41;29.73;84.56;152.8;2055.5;4691.03
09/02/2015;74.68;42.36;29.93;84.38;150.6;2046.7;4651.08
10/02/2015;75.57;42.6;30.5;84.83;156.15;2068.6;4695.65
11/02/2015;75.51;42.38;31.22;84.56;156.55;2068.5;4679.38
12/02/2015;77.04;43.09;31.61;84.48;159.15;2088.5;4726.2
13/02/2015;77.14;43.87;31.77;86.28;158.5;2097;4759.36
16/02/2015;76.47;;;85.27;156.95;;4751.95
17/02/2015;75.91;43.58;31.96;85.08;157.6;2100.3;4753.99
18/02/2015;76.44;43.53;32.18;86.26;158.75;2099.7;4799.03
19/02/2015;76.84;43.5;32.11;87.38;160.8;2097.4;4833.28
20/02/2015;77.07;43.85;32.37;86.93;161;2110.3;4830.9
23/02/2015;77.1;44.15;33.25;88.59;161.25;2109.7;4862.3
24/02/2015;77.54;44.09;33.04;88.29;161.2;2115.5;4886.44
25/02/2015;77.67;43.99;32.2;88.64;161.6;2113.9;4882.22
26/02/2015;78.2;44.05;32.6;87.08;161.95;2110.7;4910.62
27/02/2015;78.57;43.85;32.12;87.24;163.9;2104.5;4951.48
02/03/2015;78.33;43.88;32.27;85.95;164.75;2117.4;4917.32
03/03/2015;77.64;43.28;32.34;85.71;162.4;2107.8;4869.25
04/03/2015;78.4;43.05;32.13;86.99;165.1;2098.5;4917.35
05/03/2015;79.07;43.11;31.6;87.38;167.7;2101;4963.51
06/03/2015;78.9;42.36;31.65;87.19;168.9;2071.3;4964.35
09/03/2015;79;42.85;31.78;87.14;167.8;2079.4;4937.2
10/03/2015;78.2;42.03;31.13;85.93;166.25;2044.2;4881.95
11/03/2015;80.56;41.98;30.56;88.8;171.5;2040.2;4997.75
12/03/2015;80.3;41.02;31.11;89.03;170.6;2065.9;4987.33
13/03/2015;80.26;41.38;30.9;89.36;171.25;2053.4;5010.46
16/03/2015;81.43;41.56;31.24;91.59;174.7;2081.2;5061.16
17/03/2015;81.36;41.7;31.76;91.76;172.7;2074.3;5028.93
18/03/2015;81.4;42.5;32.12;92.57;170.75;2099.5;5033.42
19/03/2015;80.83;42.28;31.87;92.5;168.3;2089.3;5037.18
20/03/2015;81.03;42.88;31.48;93.14;169.25;2108.1;5087.49
23/03/2015;80.36;42.85;31.8;93.01;164.5;2104.4;5054.52
24/03/2015;81.03;42.9;31.67;93.55;166.45;2091.5;5088.28
25/03/2015;80.1;41.46;30.84;91.66;163.6;2061.1;5020.99
26/03/2015;79.67;41.21;31.06;90.9;162.35;2056.2;5006.35
27/03/2015;79.93;40.97;30.81;91.21;162.25;2061;5034.06
30/03/2015;80.76;40.96;31.59;92.22;164.5;2086.2;5083.52
31/03/2015;79.7;40.66;31.11;91.45;164.15;2067.9;5033.64
01/04/2015;79.96;40.72;31.06;92.45;163.3;2059.7;5062.22
02/04/2015;79.7;40.29;31.33;93.24;163.55;2067;5074.14
06/04/2015;;41.55;31.84;;;2080.6;
07/04/2015;80.7;41.53;31.5;95.28;165.55;2076.3;5151.19
08/04/2015;80.1;41.42;31.4;95.1;167.5;2081.9;5136.86
09/04/2015;81.46;41.48;31.64;96.65;170.8;2091.2;5208.95
10/04/2015;81.56;41.72;31.77;98.23;172.4;2102.1;5240.46
13/04/2015;81.33;41.76;31.71;98.46;172.55;2092.4;5254.12
14/04/2015;81.1;41.65;31.58;97.41;168.25;2095.8;5218.06
15/04/2015;81.53;42.26;31.69;97.75;171.2;2106.6;5254.35
16/04/2015;80.83;42.16;31.54;96.51;169.05;2105;5224.49
17/04/2015;79.73;41.62;31.19;95.15;165.45;2081.2;5143.26
20/04/2015;80.5;42.91;31.9;95.66;165;2100.4;5187.59
21/04/2015;81.96;42.63;31.73;95.41;164.1;2097.3;5192.64
22/04/2015;81.69;42.98;32.15;95.99;160.85;2108;5211.09
23/04/2015;80.56;43.34;32.42;94.85;159.3;2112.9;5178.91
24/04/2015;79.37;47.87;32.57;95.36;161.05;2117.7;5201.45
27/04/2015;80.73;48.03;33.16;96.82;162.65;2108.9;5268.91
28/04/2015;79.37;49.16;32.64;93.66;158.85;2114.8;5173.38
29/04/2015;77.17;49.06;32.16;91.08;155.75;2106.8;5039.39
30/04/2015;77.7;48.64;31.29;90.72;156.6;2085.5;5046.49
01/05/2015;;48.66;32.24;;;2108.3;
04/05/2015;78.9;48.24;32.17;91.81;159.5;2114.5;5081.97
05/05/2015;77.2;47.6;31.45;89.57;154.65;2089.5;4974.07
06/05/2015;77.67;46.28;31.25;89.97;154.25;2080.2;4981.59
07/05/2015;77.37;46.7;31.32;89.42;155.9;2088;4967.22
08/05/2015;80.23;47.75;31.91;91.21;160.8;2116.1;5090.39
11/05/2015;79.07;47.37;31.58;88.47;158.35;2105.3;5027.87
12/05/2015;77.94;47.35;31.47;88.23;155.9;2099.1;4974.65
13/05/2015;77.6;47.62;31.5;87.73;154.4;2098.5;4961.86
14/05/2015;78.73;48.72;32.24;88.79;158.85;2121.1;5029.31
15/05/2015;78.04;48.3;32.19;87.62;158.75;2122.7;4993.82
18/05/2015;77.17;48.01;32.55;88.76;160.15;2129.2;5012.31
19/05/2015;78.87;47.58;32.52;90.87;165.95;2127.8;5117.3
20/05/2015;78.8;47.58;32.51;91.09;166;2125.8;5133.3
21/05/2015;78.97;47.42;32.85;91.9;165.6;2130.8;5146.7
22/05/2015;78.87;46.9;33.13;91.82;166.4;2126.1;5142.89
25/05/2015;78.73;;;90.85;165.9;;5117.17
26/05/2015;77.94;46.59;32.4;90.17;165;2104.2;5083.54
27/05/2015;79.93;47.61;33.01;93.04;167.85;2123.5;5182.53
28/05/2015;79.87;47.45;32.94;91.79;166.55;2120.8;5137.83
29/05/2015;78.04;46.86;32.57;88.68;162.15;2107.4;5007.89
01/06/2015;78.14;47.23;32.63;89.59;163.2;2111.7;5025.3
02/06/2015;77.2;46.92;32.49;89.17;165.1;2109.6;5004.46
03/06/2015;77.97;46.85;32.53;90.64;165.55;2114.1;5034.17
04/06/2015;77.14;46.36;32.34;90.67;163.45;2095.8;4987.13
05/06/2015;75.84;46.14;32.16;88.68;160.3;2092.8;4920.74
08/06/2015;75.08;45.73;31.95;87.63;160.25;2079.3;4857.66
09/06/2015;75.31;45.65;31.85;87.39;155.15;2080.2;4850.22
10/06/2015;76.94;46.61;32.22;88.77;161.55;2105.2;4934.91
11/06/2015;77.97;46.44;32.15;89.98;165.5;2108.9;4971.37
12/06/2015;76.44;45.97;31.79;88.73;162.35;2094.1;4901.19
15/06/2015;75.01;45.48;31.73;86.65;159.85;2084.4;4815.36
16/06/2015;75.37;45.83;31.9;87.12;160.3;2096.3;4839.86
17/06/2015;75.17;45.97;31.83;85.59;159.2;2100.4;4790.62
18/06/2015;75.67;46.72;31.97;85.92;159.9;2121.2;4803.48
19/06/2015;75.34;46.1;31.65;85.97;159.95;2110;4815.37
22/06/2015;78.93;46.23;31.9;90.33;168;2122.8;4998.61
23/06/2015;79.6;45.91;31.76;91.59;170.35;2124.2;5057.68
24/06/2015;79.33;45.63;32.03;92.12;170.85;2108.6;5045.35
25/06/2015;79.53;45.65;31.88;91.87;170.9;2102.3;5041.71
26/06/2015;79.8;45.26;31.69;92.48;171.2;2101.5;5059.17
29/06/2015;76.97;44.37;31.13;89.06;163.6;2057.6;4869.82
30/06/2015;75.47;44.15;31.36;87.78;157.15;2063.1;4790.2
01/07/2015;77;44.45;31.65;89.23;161.65;2077.4;4883.19
02/07/2015;76.04;44.4;31.61;88.62;158.9;2076.8;4835.56
03/07/2015;75.91;;;87.72;157.65;;4808.22
06/07/2015;74.54;44.39;31.5;86.71;153.25;2068.8;4711.54
07/07/2015;72.61;44.3;31.42;85.58;147.95;2081.3;4604.64
08/07/2015;73.01;44.24;30.64;86.57;149.35;2046.7;4639.02
09/07/2015;75.27;44.52;30.02;88.91;153.4;2051.3;4757.22
10/07/2015;77.57;44.61;30.82;91.99;158.75;2076.6;4903.07
13/07/2015;79.03;45.54;31.42;94.52;162;2099.6;4998.1
14/07/2015;79.07;45.62;31.4;96.12;162.7;2108.9;5032.47
15/07/2015;79.6;45.76;31.7;96.89;161.5;2107.4;5047.24
16/07/2015;80.2;46.66;32.13;98.27;162.3;2124.3;5121.5
17/07/2015;80.33;46.62;32.4;98.54;166.95;2126.6;5124.39
20/07/2015;80.5;46.92;33.02;97.98;169.15;2128.3;5142.49
21/07/2015;79.96;47.28;32.69;96.89;168.35;2119.2;5106.57
22/07/2015;79.13;45.54;31.31;96.94;167.5;2114.2;5082.57
23/07/2015;78.8;46.11;31.29;97.74;167.2;2102.2;5086.74
24/07/2015;78.2;45.94;31.13;97.66;166.05;2079.7;5057.36
27/07/2015;76.41;45.35;30.69;95.6;160.95;2067.6;4927.6
28/07/2015;77.34;45.34;30.84;96.37;165.8;2093.2;4977.32
29/07/2015;76.84;46.29;30.75;97.49;169;2108.6;5017.44
30/07/2015;77.87;46.88;30.59;97.26;168.6;2108.6;5046.42
31/07/2015;78.87;46.7;30.33;97.46;170.7;2103.8;5082.61
03/08/2015;79.67;46.81;29.61;98.13;171.15;2098;5120.52
04/08/2015;80.03;47.54;28.66;97.66;171.1;2093.3;5112.14
05/08/2015;81.13;47.58;28.85;100.13;175.6;2099.8;5196.73
06/08/2015;80.9;46.62;28.78;99.78;175.35;2083.6;5192.11
07/08/2015;80.2;46.74;28.88;97.73;173.45;2077.6;5154.75
10/08/2015;81.06;47.33;29.93;99.23;174.3;2104.2;5195.41
11/08/2015;78.77;46.41;28.37;97.91;164.85;2084.1;5099.03
12/08/2015;76.31;46.74;28.81;93.9;155.85;2086.1;4925.43
13/08/2015;77.07;46.73;28.79;95.25;160.4;2083.4;4986.85
14/08/2015;76.87;47;28.99;93.57;159.6;2091.5;4956.47
17/08/2015;76.77;47.32;29.29;94.49;160.3;2102.4;4984.83
18/08/2015;76.54;47.27;29.13;94.79;158.9;2096.9;4971.25
19/08/2015;74.78;46.61;28.75;92.9;154.1;2079.6;4884.1
20/08/2015;73.28;45.66;28.16;91.44;148.05;2035.7;4783.55
21/08/2015;71.18;43.07;26.44;87.8;145.7;1970.9;4630.99
24/08/2015;67.69;41.68;25.78;83.2;139.3;1893.2;4383.46
25/08/2015;70.82;40.47;25.93;86.2;147.55;1867.6;4564.86
26/08/2015;68.76;42.71;27.42;84.56;145.85;1940.5;4501.05
27/08/2015;71.05;43.9;28.23;88.1;151.15;1987.7;4658.18
28/08/2015;71.62;43.93;28.32;87.98;150.95;1988.9;4675.13
31/08/2015;71.08;43.52;28.19;87.71;148.65;1972.2;4652.95
01/09/2015;70.05;41.82;26.93;85.55;144.2;1913.8;4541.16
02/09/2015;70.52;43.36;28.08;86.78;147.15;1948.9;4554.92
03/09/2015;71.95;43.5;27.59;89.04;150.15;1951.1;4653.79
04/09/2015;69.72;42.61;27.32;86.72;145.95;1921.2;4523.08
07/09/2015;70.52;;;87.76;146.6;;4549.64
08/09/2015;70.88;43.89;28.08;88.24;147.8;1969.4;4598.26
09/09/2015;71.75;43.07;27.54;89.47;149.75;1942;4664.59
10/09/2015;70.42;43.29;28.14;88.02;149.25;1952.3;4596.53
11/09/2015;69.79;43.48;28.55;87.56;148.15;1961;4548.72
14/09/2015;69.59;43.04;28.83;87.17;147.7;1953;4518.15
15/09/2015;70.09;43.98;29.07;87.53;149.9;1978.1;4569.37
16/09/2015;70.52;44.3;29.1;89.08;155.55;1995.3;4645.84
17/09/2015;70.22;44.25;28.48;88.75;155.6;1990.2;4655.14
18/09/2015;68.72;43.48;28.36;87.42;150.65;1958;4535.85
21/09/2015;70.09;44.11;28.8;88.96;152.15;1967;4585.5
22/09/2015;67.89;43.9;28.35;85.04;147.4;1942.7;4428.51
23/09/2015;67.89;43.87;28.58;85.25;147.6;1938.8;4432.83
24/09/2015;66.89;43.91;28.75;83.96;144.05;1932.2;4347.24
25/09/2015;69.15;43.94;28.68;86.56;151.15;1931.3;4480.66
28/09/2015;67.62;43.29;28.11;84;147.15;1881.8;4357.05
29/09/2015;68.52;43.44;27.26;82.66;145.55;1884.1;4343.73
30/09/2015;70.29;44.26;27.58;84.45;152.2;1920;4455.29
01/10/2015;69.52;44.61;27.4;84.17;149.75;1923.8;4426.54
02/10/2015;70.29;45.57;27.59;84.54;149.2;1951.4;4458.88
05/10/2015;72.31;46.63;27.69;87.16;156.55;1987;4616.9
06/10/2015;72.81;46.75;27.83;86.84;159.25;1979.9;4660.64
07/10/2015;72.68;46.8;27.69;84.86;161;1995.8;4667.34
08/10/2015;72.78;47.45;27.38;85.65;162.35;2013.4;4675.91
09/10/2015;73.48;47.11;28.03;85.58;165.75;2014.9;4701.39
12/10/2015;73.28;47;27.9;86.73;166.5;2017.5;4688.7
13/10/2015;72.38;46.89;27.95;85.7;161.25;2003.7;4643.38
14/10/2015;71.38;46.68;27.55;84.51;159.25;1994.2;4609.03
15/10/2015;73.11;47.01;27.97;87.59;160.4;2023.9;4675.29
16/10/2015;73.41;47.51;27.76;88.25;158.65;2033.1;4702.79
19/10/2015;73.48;47.62;27.93;88.65;158.9;2033.7;4704.07
20/10/2015;72.51;47.77;28.44;86.83;158.3;2030.8;4673.81
21/10/2015;72.95;47.2;28.44;86.55;158.05;2018.9;4695.1
22/10/2015;75.41;48.03;28.88;88.76;165.15;2052.5;4802.18
23/10/2015;77.1;52.87;29.77;91.97;170.65;2075.2;4923.64
26/10/2015;77.44;54.25;28.82;91.37;169.15;2071.2;4897.13
27/10/2015;78;53.69;28.64;91.05;168.5;2065.9;4847.07
28/10/2015;78.87;53.98;29.82;92.81;167.7;2090.3;4890.58
29/10/2015;78.73;53.36;30.13;90.52;169.05;2089.4;4885.82
30/10/2015;78.43;52.64;29.88;91.37;169.6;2079.4;4897.66
02/11/2015;79.47;53.24;30.3;91.35;167.9;2104.1;4916.21
03/11/2015;80.26;54.15;30.64;91.32;169.75;2109.8;4936.18
04/11/2015;80.46;54.4;30.5;91.32;172.75;2102.3;4948.29
05/11/2015;80.86;54.38;30.23;92.79;173.5;2099.9;4980.04
06/11/2015;81.63;54.92;30.26;86.45;168.75;2099.2;4984.15
09/11/2015;80.73;54.16;30.14;83.7;167.3;2078.6;4911.17
10/11/2015;80.63;53.51;29.19;83.46;168.4;2081.7;4912.16
11/11/2015;81.79;53.65;29.03;83.74;171.9;2075;4952.51
12/11/2015;80.63;53.32;28.93;80.94;166.95;2046;4856.65
13/11/2015;79.6;52.84;28.08;80.25;162.4;2023;4807.95
16/11/2015;80.23;53.77;28.54;79.69;160.15;2053.2;4804.31
17/11/2015;82.26;52.97;28.42;82.21;165.4;2050.4;4937.31
18/11/2015;76.17;53.85;29.32;82.65;163.6;2083.6;4906.72
19/11/2015;76.47;53.94;29.69;81.99;162.4;2081.2;4915.1
20/11/2015;77.34;54.19;29.83;82.66;162.25;2089.2;4910.97
23/11/2015;77.24;54.19;29.44;82.54;161.9;2086.6;4889.12
24/11/2015;75.94;54.25;29.72;81.35;154.95;2089.1;4820.28
25/11/2015;77.37;53.69;29.51;82.91;158;2088.9;4892.99
26/11/2015;77.64;;;83.57;159.1;;4946.02
27/11/2015;77.17;53.93;29.45;83.39;155.95;2090.1;4930.14
30/11/2015;76.84;54.35;29.58;83.94;158.75;2080.4;4957.6
01/12/2015;73.01;55.22;29.33;83.21;157.4;2102.6;4914.53
02/12/2015;71.85;55.21;29.07;82.65;158.45;2079.5;4905.76
03/12/2015;70.22;54.2;28.8;79.41;151.2;2049.6;4730.21
04/12/2015;70.15;55.91;29.76;78.85;152.25;2091.7;4714.79
07/12/2015;71.38;55.81;29.57;79.76;154.45;2077.1;4756.41
08/12/2015;70.39;55.79;29.56;78.25;150.5;2063.6;4681.86
09/12/2015;69.69;54.98;28.91;76.87;148.85;2047.6;4637.45
10/12/2015;69.45;55.27;29.04;76.36;148;2052.2;4635.06
11/12/2015;68.49;54.06;28.3;76.02;144.95;2012.4;4549.56
14/12/2015;67.89;55.14;28.12;74.34;142.2;2021.9;4473.07
15/12/2015;69.65;55.2;27.62;78.31;147.95;2043.4;4614.4
16/12/2015;69.55;56.13;27.83;78.31;148.65;2073.1;4624.67
17/12/2015;70.48;55.7;27.25;78.99;148.9;2041.9;4677.54
18/12/2015;69.69;54.13;26.51;78.34;145;2005.5;4625.26
21/12/2015;67.66;54.83;26.83;77.38;142.7;2021.2;4565.17
22/12/2015;67.86;55.35;26.81;77.4;143.8;2039;4567.6
23/12/2015;69.39;55.82;27.15;79.54;146.45;2064.3;4674.53
24/12/2015;69.19;55.67;27.01;78.68;146.05;2061;4663.18
28/12/2015;69.02;55.95;26.7;78.13;144.1;2056.5;4617.95
29/12/2015;70.25;56.55;27.18;79.68;147.75;2078.4;4701.36
30/12/2015;69.85;56.31;26.83;79.29;147.15;2063.4;4677.14
31/12/2015;68.95;55.48;26.32;78.19;144.9;2043.9;4637.06
04/01/2016;67.09;54.8;26.34;77.17;139.2;2012.7;4522.45
05/01/2016;66.69;55.05;25.68;78.08;139.45;2016.7;4537.63
06/01/2016;65.76;54.05;25.17;77.03;136.7;1990.3;4480.47
07/01/2016;64.24;52.17;24.11;76.19;136.6;1943.1;4403.58
08/01/2016;63.27;52.33;24.24;74.28;135.35;1922;4333.76
11/01/2016;62.51;52.3;24.63;73.27;135.2;1923.7;4312.74
12/01/2016;64.27;52.78;24.99;73.96;139.45;1938.7;4378.75
13/01/2016;64.58;51.64;24.35;74.29;137.75;1890.3;4391.94
14/01/2016;63.79;53.11;24.88;72.92;137;1921.8;4312.89
15/01/2016;62.75;50.99;24.28;71.13;137.4;1880.3;4210.16
18/01/2016;62.22;;;71.89;136.75;;4189.57
19/01/2016;62.32;50.56;24.17;74.4;140;1881.3;4272.26
20/01/2016;61.56;50.79;24.2;72.81;134.65;1859.3;4124.95
21/01/2016;62.44;50.48;24.08;74.06;139.2;1869;4206.4
22/01/2016;64.12;52.29;25.35;75.8;143.15;1906.9;4336.69
25/01/2016;63.59;51.79;24.86;75.99;143.9;1877.1;4311.33
26/01/2016;63.68;52.17;25;76.48;144.9;1903.6;4356.81
27/01/2016;63.25;51.22;23.35;76.76;146.1;1883;4380.36
28/01/2016;62.95;52.05;23.52;74.64;143.7;1893.4;4322.16
29/01/2016;63.35;55.09;24.33;76.15;148.2;1940.2;4417.02
01/02/2016;63.11;54.71;24.11;76.35;147.75;1939.4;4392.33
02/02/2016;62.55;53;23.62;74.88;145.2;1903;4283.99
03/02/2016;62.91;52.16;24.09;73.1;151.75;1912.5;4226.96
04/02/2016;63.43;52;24.15;72.01;152.8;1915.5;4228.53
05/02/2016;63.42;50.16;23.5;71.33;152.7;1880;4200.67
08/02/2016;61.47;49.41;23.75;69.55;151.7;1853.4;4066.31
09/02/2016;61.97;49.28;23.75;68.58;147.75;1852.2;3997.54
10/02/2016;62.97;49.71;23.57;68.35;148.2;1851.9;4061.2
11/02/2016;61.52;49.69;23.42;66.92;142.55;1829.1;3896.71
12/02/2016;62.44;50.5;23.5;68.44;146;1864.8;3995.06
15/02/2016;64.2;;;69.43;151.45;;4115.25
16/02/2016;61.09;51.09;24.16;69.09;149.35;1895.6;4110.66
17/02/2016;62.32;52.42;24.53;70.49;155.5;1926.8;4233.47
18/02/2016;62.64;52.19;24.07;70.72;153.6;1917.8;4239.76
19/02/2016;63.29;51.82;24.01;69.98;154.5;1917.8;4223.04
22/02/2016;64.32;52.65;24.22;70.81;155.65;1945.5;4298.7
23/02/2016;62.83;51.18;23.67;70.13;152;1921.3;4238.42
24/02/2016;61.76;51.36;24.02;68.94;148.5;1929.8;4155.34
25/02/2016;62.52;52.1;24.19;71.71;150.35;1951.7;4248.45
26/02/2016;63.82;51.3;24.23;73.32;153.2;1948;4314.57
27/02/2016;;51.33;;;;;
29/02/2016;63.99;50.88;24.17;72.81;153.8;1932.2;4353.55
01/03/2016;64.71;52.58;25.13;73.13;154.7;1978.3;4406.84
02/03/2016;64.42;52.95;25.19;73.27;155;1986.5;4424.89
03/03/2016;64.5;52.35;25.38;71.46;153.7;1993.4;4416.08
04/03/2016;64.91;52.03;25.75;72.05;153.35;2000;4456.62
07/03/2016;65.62;51.03;25.47;71.98;154.65;2001.8;4442.29
08/03/2016;65.6;51.65;25.26;72.08;154.8;1979.3;4404.02
09/03/2016;66.2;52.84;25.28;72.68;155.55;1989.3;4425.65
10/03/2016;64.7;52.05;25.29;72.18;154.35;1989.6;4350.35
11/03/2016;66.07;53.07;25.57;73.57;157.45;2022.2;4492.79
14/03/2016;66.19;53.17;25.63;74.57;159.5;2019.6;4506.59
15/03/2016;65.38;53.59;26.15;73.8;155.85;2015.9;4472.63
16/03/2016;65.29;54.35;26.49;72.64;155.05;2027.2;4463
17/03/2016;64.7;54.66;26.45;71.26;151.65;2040.6;4442.89
18/03/2016;65.21;53.49;26.48;70.36;152.35;2049.6;4462.51
21/03/2016;65.44;53.86;26.48;70.46;150.55;2051.6;4427.8
22/03/2016;65.86;54.07;26.68;70.79;148.75;2049.8;4431.97
23/03/2016;66.46;53.97;26.53;70.31;150.15;2036.7;4423.98
24/03/2016;65.28;54.21;26.42;68.66;147.2;2035.9;4329.68
28/03/2016;;53.54;26.3;;;2037;
29/03/2016;65.71;54.71;26.92;70.11;150.8;2055;4366.67
30/03/2016;67.16;55.05;27.39;70.9;154.5;2063.9;4444.42
31/03/2016;65.79;55.23;27.25;70.49;150.5;2059.7;4385.06
01/04/2016;64.52;55.57;27.5;70.38;148.8;2072.8;4322.24
04/04/2016;64.57;55.43;27.78;73.45;149.2;2066.1;4345.22
05/04/2016;62.79;54.56;27.45;71.88;145.35;2045.2;4250.28
06/04/2016;63.26;55.12;27.74;74.37;146.1;2066.7;4284.64
07/04/2016;62.15;54.46;27.14;74.31;145.15;2041.9;4245.91
08/04/2016;62.79;54.42;27.17;74.18;145.65;2047.6;4303.12
11/04/2016;63.47;54.31;27.25;73.82;146.05;2042;4312.63
12/04/2016;65.1;54.65;27.61;73.86;148.3;2061.7;4345.91
13/04/2016;67.32;55.35;28.01;75.6;154.55;2082.4;4490.31
14/04/2016;67.39;55.36;28.02;76.9;153.5;2082.8;4511.51
15/04/2016;67.62;55.65;27.46;77.05;152.4;2080.7;4495.17
18/04/2016;68.22;56.46;26.87;76.99;152.25;2094.3;4506.84
19/04/2016;69.85;56.39;26.73;77.3;153.45;2100.8;4566.48
20/04/2016;70.62;55.59;26.78;77.57;154.5;2102.4;4591.92
21/04/2016;70.52;55.78;26.49;78.21;152.1;2091.5;4582.83
22/04/2016;69.79;51.78;26.42;78.1;149.75;2091.6;4569.66
25/04/2016;70.35;52.11;26.27;78.26;148.8;2087.8;4546.12
26/04/2016;66.96;51.44;26.09;77.13;147.55;2091.7;4533.18
27/04/2016;66.49;50.94;24.45;76.6;147.2;2095.2;4559.4
28/04/2016;66.79;49.9;23.71;75.79;149.4;2075.8;4557.36
29/04/2016;65.86;49.87;23.43;71.73;145.1;2065.3;4428.96
02/05/2016;66.05;50.61;23.41;71.65;147.25;2081.4;4442.75
03/05/2016;64.9;49.78;23.8;71.28;144.7;2063.4;4371.98
04/05/2016;63.39;49.87;23.55;69.76;143.65;2051.1;4324.23
05/05/2016;63.37;49.94;23.31;70.78;144.4;2050.6;4319.46
06/05/2016;63.51;50.39;23.18;70.03;143.7;2057.1;4301.24
09/05/2016;63.39;50.07;23.2;71.44;145.55;2058.7;4322.81
10/05/2016;63.65;51.02;23.35;70.03;148.85;2084.4;4338.21
11/05/2016;63.41;51.05;23.13;69.13;146.45;2064.5;4316.67
12/05/2016;63.07;51.51;22.58;68.75;144.75;2064.1;4293.27
13/05/2016;64.01;51.08;22.63;69.61;145.35;2046.6;4319.99
16/05/2016;63.91;51.83;23.47;69.3;145.05;2066.7;4312.28
17/05/2016;63.86;50.51;23.37;69.39;143.95;2047.2;4297.57
18/05/2016;64.2;50.81;23.64;69.74;144.8;2047.6;4319.3
19/05/2016;63.69;50.32;23.55;68.64;142.2;2040;4282.54
20/05/2016;64.64;50.62;23.81;70.81;144.2;2052.3;4353.9
23/05/2016;62.63;50.03;24.11;69.83;142.4;2048;4325.1
24/05/2016;64.21;51.59;24.48;71.43;144.7;2076.1;4431.52
25/05/2016;64.63;52.12;24.91;73.24;143.5;2090.5;4481.64
26/05/2016;65.31;51.89;25.1;73.09;143.8;2090.1;4512.64
27/05/2016;65.02;52.32;25.09;73.42;145.05;2099.1;4514.74
30/05/2016;65.6;;;73.52;145.4;;4529.4
31/05/2016;64.22;53;24.97;73.31;144.05;2097;4505.62
01/06/2016;64.42;52.85;24.61;73.09;144.4;2099.3;4475.39
02/06/2016;64.53;52.48;24.43;73;145.35;2105.3;4466
03/06/2016;63.35;51.79;24.48;72.11;145.25;2099.1;4421.78
06/06/2016;63.17;52.13;24.66;72.02;145.25;2109.4;4423.38
07/06/2016;63.33;52.1;24.76;72.7;149.4;2112.1;4475.86
08/06/2016;63.06;52.04;24.74;72.27;147.55;2119.1;4448.73
09/06/2016;62.61;51.62;24.91;71.97;145.75;2115.5;4405.61
10/06/2016;62.01;51.48;24.71;70.07;142.7;2096.1;4306.72
13/06/2016;61.23;50.14;24.33;69.13;140.5;2079.1;4227.02
14/06/2016;60.05;49.83;24.36;66.95;137.1;2075.3;4130.33
15/06/2016;60.73;49.69;24.28;67.75;139.2;2071.5;4171.58
16/06/2016;60.58;50.39;24.39;67.42;137.6;2078;4153.01
17/06/2016;60.75;50.13;23.83;67.48;137.5;2071.2;4193.83
20/06/2016;62.24;50.07;23.77;69.14;143.9;2083.2;4340.76
21/06/2016;62.69;51.19;23.98;69.66;143.2;2088.9;4367.24
22/06/2016;63.01;50.99;23.89;70.8;142.75;2085.4;4380.03
23/06/2016;63.99;51.91;24.02;71.62;144.6;2113.3;4465.9
24/06/2016;60.45;49.83;23.35;69.01;135.15;2037.4;4106.73
27/06/2016;59.02;48.43;23.01;70.05;131.4;2000.5;3984.72
28/06/2016;59.93;49.44;23.4;72.44;134.65;2036.1;4088.85
