Date;AirLiquide;Microsoft;Apple;Sanofi;LVMH;SP500;CAC40
21/10/2025;173.04;517.66;262.77;86.29;616.8;6735.35;8258.86
22/10/2025;172.4;520.54;258.45;86.72;623.2;6699.4;8206.87
23/10/2025;172.88;520.56;259.58;86.61;620.8;6738.44;8225.78
24/10/2025;172.5;523.61;262.82;88.79;612.5;6791.69;8225.63
27/10/2025;172.36;531.52;268.81;88.13;611.5;6875.16;8239.18
28/10/2025;173.86;542.07;269;87.25;614.6;6890.89;8216.58
29/10/2025;169.62;541.55;269.7;87.92;618.8;6890.59;8200.88
30/10/2025;170.54;525.76;271.4;88.07;610.1;6822.34;8157.29
31/10/2025;167.92;517.81;270.37;87.6;612.1;6840.2;8121.07
03/11/2025;167.76;517.03;269.05;86.94;616.8;6851.97;8109.79
04/11/2025;168.9;514.33;270.04;86.31;611.2;6771.55;8067.53
05/11/2025;168.9;507.16;270.14;85.23;612.8;6796.29;8074.23
06/11/2025;168.2;497.1;269.77;85.61;600;6720.32;7964.77
07/11/2025;169.32;496.82;268.47;85.44;603.2;6728.8;7950.18
10/11/2025;169.74;506;269.43;86.81;617.9;6832.43;8055.51
11/11/2025;171.6;508.68;275.25;89.05;632.9;6846.61;8156.23
12/11/2025;172.3;511.14;273.47;90.13;647.2;6850.92;8241.24
13/11/2025;173.2;503.29;272.95;90.44;636.8;6737.49;8232.49
14/11/2025;171.08;510.18;272.41;89.59;637;6734.11;8170.09
17/11/2025;169.6;507.49;267.46;89.89;624;6672.41;8119.02
18/11/2025;165.94;493.79;267.44;87.58;611.3;6617.32;7967.93
19/11/2025;165.5;487.12;268.56;85.94;609.6;6642.16;7953.77
20/11/2025;165.7;478.43;266.25;85.32;619.6;6538.76;7981.07
21/11/2025;165.94;472.12;271.49;86.32;623;6602.99;7982.65
24/11/2025;164.42;474;275.92;85.95;621.7;6705.12;7959.67
25/11/2025;164.42;476.99;276.97;86.39;619.3;6765.88;8025.8
26/11/2025;165;485.5;277.55;86.23;625.4;6812.61;8096.43
27/11/2025;164.54;;;85.89;627.4;;8099.47
28/11/2025;165.12;492.01;278.85;85.76;635.5;6849.09;8122.71
01/12/2025;165.92;486.74;283.1;86.59;642.7;6812.63;8097
02/12/2025;164.28;490;286.19;86.15;636.2;6829.37;8074.61
03/12/2025;163.76;477.73;284.15;85.64;630.3;6849.72;8087.42
04/12/2025;163.2;480.84;280.7;84.57;633.1;6857.12;8122.03
05/12/2025;163.06;483.16;278.78;85;628.1;6870.4;8114.74
08/12/2025;161.52;491.02;277.89;83.6;;6846.51;8108.43
09/12/2025;158.52;492.02;277.18;83.23;;6840.51;8052.51
10/12/2025;158.76;478.56;278.78;82.68;;6886.68;8022.69
11/12/2025;158.46;483.47;278.03;83.64;;6901;8085.76
12/12/2025;158.6;478.53;278.28;83.32;;6827.41;8068.62
15/12/2025;159.58;474.82;274.11;80.6;;6816.51;8124.88
16/12/2025;159.4;476.39;274.61;80.94;;6800.26;8106.16
17/12/2025;159.34;476.12;271.84;82.12;;6721.43;8086.05
18/12/2025;159.7;483.98;272.19;82.1;;6774.76;8150.64
19/12/2025;159.5;485.92;273.67;82.38;;6834.5;8151.38
22/12/2025;160;484.92;270.97;81.58;;6878.49;8121.07
23/12/2025;159.84;486.85;272.36;82.22;;6909.79;8103.85
24/12/2025;160.02;488.02;273.81;81.61;;6932.05;8103.58
26/12/2025;;487.71;273.4;;;6929.94;
29/12/2025;160.46;487.1;273.76;82.24;;6905.74;8112.02
30/12/2025;160.62;487.48;273.08;83;;6896.24;8168.15
31/12/2025;160.26;483.62;271.86;82.72;;6845.5;8149.5
